Date,Pressure,Temperature,Tpot (K),Tdew (degC),Humidity,VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),Anomaly
2016-06-24 14:10:00,988.75,32.95,307.1,16.28,36.92,50.22,18.54,31.68,11.75,18.75,1117.24,1.57,2.9,67.1,True
2016-06-24 14:20:00,988.64,33.01,307.17,16.03,36.2,50.39,18.24,32.15,11.56,18.45,1117.03,2.5,4.48,39.55,True
2016-06-24 14:30:00,988.46,32.97,307.15,15.64,35.39,50.28,17.79,32.49,11.27,18.0,1117.16,3.32,5.2,50.52,True
2016-06-24 14:40:00,988.32,33.04,307.23,15.6,35.17,50.48,17.75,32.73,11.25,17.96,1116.76,2.7,4.4,76.9,True
2016-06-24 14:50:00,988.19,33.42,307.62,15.59,34.4,51.56,17.74,33.83,11.24,17.95,1115.24,3.2,5.08,96.1,True
2016-06-24 15:00:00,987.98,33.35,307.57,15.48,34.29,51.36,17.61,33.75,11.16,17.83,1115.31,3.12,5.12,75.7,True
2016-06-24 15:10:00,987.78,33.89,308.13,15.66,33.66,52.93,17.82,35.12,11.3,18.04,1113.03,1.51,4.12,130.8,True
2016-06-24 15:20:00,987.53,34.35,308.62,15.6,32.69,54.3,17.75,36.55,11.26,17.98,1111.11,2.11,3.68,107.2,True
2016-06-24 15:30:00,987.4,33.95,308.23,15.14,32.44,53.11,17.23,35.88,10.92,17.45,1112.64,2.56,4.48,109.8,True
2016-06-24 15:40:00,987.4,34.19,308.47,15.11,31.96,53.82,17.2,36.62,10.91,17.42,1111.78,3.1,5.78,115.9,True
2016-06-24 15:50:00,987.41,34.29,308.57,14.84,31.23,54.12,16.9,37.22,10.72,17.12,1111.56,2.97,4.92,147.4,True
2016-06-24 16:00:00,987.38,34.34,308.62,15.62,32.74,54.27,17.77,36.5,11.27,18.0,1110.97,2.97,5.0,128.9,True
2016-06-24 16:10:00,987.4,34.11,308.39,15.57,33.07,53.58,17.72,35.86,11.24,17.95,1111.85,2.84,4.28,114.6,True
2016-06-24 16:20:00,987.32,34.13,308.41,16.18,34.35,53.64,18.43,35.22,11.69,18.66,1111.38,2.51,4.52,104.8,True
2016-06-24 16:30:00,987.44,33.92,308.19,16.35,35.13,53.02,18.63,34.39,11.82,18.86,1112.19,2.57,4.28,75.4,True
2016-06-24 16:40:00,987.55,33.97,308.23,16.91,36.3,53.17,19.3,33.87,12.25,19.54,1111.85,2.13,3.08,90.9,True
2016-06-24 16:50:00,987.61,34.3,308.56,17.05,35.96,54.15,19.47,34.68,12.36,19.72,1110.65,1.38,3.92,108.3,True
2016-06-24 17:00:00,987.52,33.89,308.15,17.34,37.45,52.93,19.82,33.11,12.58,20.07,1111.88,2.83,5.0,81.8,True
2016-06-24 17:10:00,987.55,33.63,307.89,17.44,38.25,52.17,19.96,32.22,12.67,20.21,1112.8,2.57,4.52,80.2,True
2016-06-24 17:20:00,987.62,33.51,307.76,17.4,38.41,51.82,19.91,31.92,12.63,20.15,1113.33,2.95,4.56,84.3,True
2016-06-24 17:30:00,988.07,31.8,306.01,17.54,42.65,47.08,20.08,27.0,12.74,20.32,1120.02,3.51,8.73,285.1,True
2016-06-24 17:40:00,988.55,27.65,301.8,17.11,52.7,37.09,19.55,17.54,12.39,19.77,1136.26,5.15,8.41,265.8,True
2016-06-24 18:40:00,988.89,26.31,300.43,16.49,54.8,34.29,18.79,15.5,11.9,19.0,1142.07,1.52,3.44,59.78,True
2016-06-25 14:00:00,983.59,26.3,300.88,19.07,64.52,34.27,22.11,12.16,14.1,22.48,1134.48,1.81,4.72,27.32,True
2016-06-25 14:20:00,983.34,26.84,301.44,19.29,63.36,35.37,22.41,12.96,14.3,22.79,1132.02,1.72,3.56,286.2,True
2016-06-25 14:30:00,983.36,26.98,301.58,19.25,62.66,35.67,22.35,13.32,14.26,22.73,1131.54,1.55,3.28,305.2,True
2016-06-25 14:40:00,983.45,27.17,301.77,19.28,62.11,36.07,22.4,13.67,14.29,22.78,1130.9,1.6,3.58,298.3,True
2016-06-25 14:50:00,983.35,27.24,301.85,19.31,61.96,36.21,22.44,13.78,14.32,22.82,1130.51,1.61,3.64,322.0,True
2016-06-25 15:00:00,983.27,26.94,301.55,19.14,62.41,35.58,22.21,13.38,14.17,22.58,1131.65,1.83,3.96,341.4,True
2016-06-25 15:10:00,983.17,26.84,301.46,19.11,62.64,35.37,22.16,13.22,14.14,22.54,1131.93,1.9,3.48,294.4,True
2016-06-25 15:20:00,983.17,26.67,301.29,19.1,63.25,35.02,22.15,12.87,14.13,22.53,1132.57,1.13,3.28,317.4,True
2016-06-25 15:30:00,983.0,26.74,301.37,19.0,62.58,35.17,22.01,13.16,14.04,22.39,1132.18,0.96,2.04,8.41,True
2016-06-25 15:40:00,982.77,26.83,301.48,19.17,62.91,35.35,22.24,13.11,14.2,22.63,1131.47,1.95,3.84,17.14,True
2016-06-25 15:50:00,982.8,27.25,301.9,19.38,62.19,36.23,22.53,13.7,14.39,22.93,1129.79,1.47,3.44,11.02,True
2016-06-25 16:00:00,982.85,27.43,302.08,19.04,60.26,36.62,22.07,14.55,14.08,22.45,1129.38,1.61,3.32,344.0,True
2016-06-25 16:10:00,982.84,27.67,302.32,19.19,59.96,37.13,22.27,14.87,14.21,22.65,1128.38,1.28,3.04,358.5,True
2016-06-25 16:20:00,982.71,27.81,302.48,19.14,59.31,37.44,22.21,15.23,14.18,22.6,1127.73,1.69,2.96,303.5,True
2016-06-25 16:30:00,982.49,28.07,302.76,19.13,58.37,38.01,22.19,15.82,14.17,22.58,1126.51,0.94,1.84,276.2,True
2016-06-25 16:40:00,982.32,28.32,303.02,19.2,57.79,38.57,22.29,16.28,14.23,22.69,1125.33,0.94,1.88,338.8,True
2016-06-25 16:50:00,982.24,27.57,302.28,19.26,60.6,36.92,22.37,14.55,14.29,22.78,1128.01,1.6,2.6,333.3,True
2016-06-25 17:00:00,982.03,27.36,302.08,19.22,61.18,36.47,22.31,14.16,14.25,22.72,1128.58,1.47,2.46,355.1,True
2016-06-25 17:10:00,981.96,27.08,301.81,19.3,62.49,35.88,22.42,13.46,14.32,22.83,1129.51,1.35,2.62,356.6,True
2016-06-25 17:20:00,982.1,27.45,302.17,19.41,61.59,36.66,22.58,14.08,14.43,22.99,1128.21,1.6,3.64,347.9,True
2016-06-25 17:30:00,982.08,27.64,302.36,19.28,60.42,37.07,22.4,14.67,14.31,22.81,1127.55,1.36,3.28,2.42,True
2016-06-25 17:40:00,982.18,27.66,302.37,19.28,60.35,37.11,22.4,14.72,14.31,22.8,1127.59,1.52,2.92,298.1,True
2016-06-25 17:50:00,982.2,27.42,302.13,19.28,61.18,36.6,22.39,14.21,14.3,22.8,1128.52,0.79,2.32,6.82,True
2016-06-25 18:00:00,982.4,27.04,301.73,19.2,62.25,35.79,22.28,13.51,14.23,22.68,1130.23,1.24,2.2,336.7,True
2016-07-01 17:10:00,987.4,26.36,300.61,13.49,45.04,34.39,15.49,18.9,9.82,15.69,1141.6,4.6,6.48,222.3,True
2016-07-01 17:20:00,987.36,26.42,300.67,13.57,45.12,34.51,15.57,18.94,9.87,15.77,1141.29,5.41,7.77,220.9,True
2016-07-01 17:30:00,987.27,26.38,300.64,13.31,44.44,34.43,15.3,19.13,9.7,15.5,1141.45,5.46,8.61,209.6,True
2016-07-01 17:50:00,987.17,26.34,300.61,13.36,44.7,34.35,15.35,18.99,9.73,15.55,1141.47,4.61,7.02,215.8,True
2016-07-08 11:30:00,988.82,26.57,300.7,10.97,37.67,34.82,13.12,21.7,8.29,13.26,1143.49,2.44,3.56,194.3,True
2016-07-08 11:40:00,988.7,26.32,300.46,10.16,36.22,34.31,12.43,21.88,7.85,12.57,1144.61,3.25,6.36,223.3,True
2016-07-08 11:50:00,988.59,26.37,300.51,10.18,36.16,34.41,12.44,21.97,7.87,12.59,1144.28,3.92,6.4,231.1,True
2016-07-08 12:20:00,988.27,26.38,300.55,10.11,35.98,34.43,12.39,22.04,7.83,12.53,1143.9,4.29,6.93,206.2,True
2016-07-08 12:30:00,988.18,26.64,300.82,9.95,35.04,34.96,12.25,22.71,7.75,12.4,1142.86,3.99,6.64,212.4,True
2016-07-08 12:40:00,988.16,27.09,301.27,10.15,34.59,35.9,12.42,23.48,7.85,12.57,1141.05,4.55,7.0,203.5,True
2016-07-08 12:50:00,988.21,27.07,301.25,10.24,34.85,35.85,12.5,23.36,7.9,12.64,1141.15,4.08,7.48,232.1,True
2016-07-08 13:00:00,988.18,26.83,301.01,10.28,35.43,35.35,12.53,22.83,7.92,12.68,1142.02,4.62,8.95,233.2,True
2016-07-08 13:10:00,988.06,26.81,301.0,10.7,36.48,35.31,12.88,22.43,8.15,13.04,1141.8,4.09,6.68,234.2,True
2016-07-08 13:20:00,987.93,27.22,301.43,11.07,36.51,36.17,13.21,22.96,8.36,13.37,1139.94,4.36,8.05,232.6,True
2016-07-08 13:30:00,987.75,27.42,301.64,11.15,36.28,36.6,13.28,23.32,8.4,13.44,1138.95,4.56,7.93,218.5,True
2016-07-08 13:40:00,987.7,27.69,301.92,10.66,34.55,37.18,12.85,24.33,8.13,13.01,1138.06,4.68,8.13,227.2,True
2016-07-08 13:50:00,987.8,27.25,301.47,10.55,35.21,36.23,12.76,23.48,8.07,12.92,1139.88,6.46,10.97,235.1,True
2016-07-08 14:00:00,987.85,26.66,300.87,10.6,36.56,35.0,12.8,22.21,8.1,12.95,1142.16,5.48,8.61,216.6,True
2016-07-08 14:10:00,987.75,26.33,300.55,10.69,37.51,34.33,12.88,21.45,8.15,13.04,1143.27,5.16,8.05,221.5,True
2016-07-08 14:20:00,987.69,26.3,300.52,10.69,37.57,34.27,12.87,21.39,8.15,13.03,1143.31,5.22,7.65,217.7,True
2016-07-08 14:40:00,987.64,26.48,300.71,11.58,39.43,34.63,13.66,20.98,8.65,13.83,1142.22,2.38,4.2,231.5,True
2016-07-08 14:50:00,987.7,26.42,300.64,11.6,39.62,34.51,13.67,20.84,8.66,13.84,1142.52,3.68,5.84,242.1,True
2016-07-08 15:00:00,987.57,26.32,300.55,11.89,40.64,34.31,13.94,20.37,8.83,14.12,1142.63,2.3,5.14,228.2,True
2016-07-08 15:10:00,987.46,26.53,300.77,12.12,40.75,34.74,14.15,20.58,8.96,14.33,1141.61,3.43,6.68,236.3,True
2016-07-08 15:20:00,987.29,26.4,300.66,11.94,40.59,34.47,13.99,20.48,8.86,14.17,1141.98,4.78,7.44,218.3,True
2016-07-08 15:40:00,987.16,26.37,300.64,11.96,40.7,34.41,14.0,20.4,8.87,14.19,1141.93,3.37,5.52,238.7,True
2016-07-08 15:50:00,987.11,26.38,300.65,12.08,41.0,34.43,14.12,20.31,8.94,14.3,1141.79,2.25,3.64,228.1,True
2016-07-10 11:30:00,988.14,26.9,301.09,14.53,46.68,35.5,16.57,18.93,10.5,16.77,1139.93,2.57,4.08,186.5,True
2016-07-10 11:40:00,988.09,27.39,301.58,14.84,46.28,36.53,16.91,19.63,10.71,17.11,1137.86,2.18,4.24,190.7,True
2016-07-10 11:50:00,988.01,27.17,301.37,14.66,46.33,36.07,16.71,19.36,10.59,16.91,1138.69,4.01,5.32,201.6,True
2016-07-10 12:00:00,987.93,27.02,301.22,14.39,45.93,35.75,16.42,19.33,10.4,16.62,1139.29,3.58,6.66,216.9,True
2016-07-10 12:10:00,987.84,27.16,301.37,14.37,45.49,36.04,16.4,19.65,10.39,16.6,1138.67,3.19,5.44,216.3,True
2016-07-10 12:20:00,987.69,27.46,301.69,14.48,45.01,36.68,16.51,20.17,10.46,16.72,1137.31,3.29,5.12,215.3,True
2016-07-10 12:30:00,987.57,27.44,301.68,14.41,44.87,36.64,16.44,20.2,10.42,16.65,1137.28,4.04,7.81,213.7,True
2016-07-10 12:40:00,987.45,27.38,301.63,14.38,44.93,36.51,16.4,20.11,10.4,16.61,1137.38,4.2,6.97,218.7,True
2016-07-10 12:50:00,987.36,27.64,301.9,14.45,44.47,37.07,16.48,20.58,10.45,16.7,1136.26,2.91,5.44,213.9,True
2016-07-10 13:00:00,987.25,27.75,302.02,14.4,44.05,37.31,16.43,20.87,10.42,16.65,1135.74,3.57,6.6,196.3,True
2016-07-10 13:10:00,987.11,27.67,301.95,14.44,44.35,37.13,16.47,20.67,10.44,16.68,1135.86,3.86,5.54,209.5,True
2016-07-10 13:20:00,987.0,28.22,302.51,14.72,43.75,38.34,16.78,21.57,10.64,17.0,1133.53,2.15,3.96,193.4,True
2016-07-10 13:30:00,986.85,28.34,302.64,14.71,43.4,38.61,16.76,21.85,10.63,16.98,1132.91,3.74,6.52,219.1,True
2016-07-10 13:40:00,986.77,28.48,302.79,14.88,43.53,38.93,16.94,21.98,10.75,17.17,1132.21,3.33,6.12,183.9,True
2016-07-10 13:50:00,986.66,28.61,302.93,14.78,42.94,39.22,16.84,22.38,10.69,17.07,1131.64,3.27,5.28,194.4,True
2016-07-10 14:00:00,986.5,28.95,303.29,14.79,42.12,40.0,16.85,23.15,10.69,17.08,1130.18,2.52,4.08,186.6,True
2016-07-10 14:10:00,986.4,28.91,303.26,14.34,41.0,39.91,16.36,23.55,10.38,16.59,1130.43,2.86,6.32,236.3,True
2016-07-10 14:20:00,986.28,29.05,303.41,14.45,40.96,40.23,16.48,23.75,10.46,16.71,1129.71,2.05,5.24,222.4,True
2016-07-10 14:30:00,986.2,29.01,303.37,14.68,41.67,40.14,16.73,23.41,10.62,16.96,1129.66,3.22,4.76,214.6,True
2016-07-10 14:40:00,986.17,29.08,303.45,14.56,41.2,40.3,16.6,23.7,10.54,16.84,1129.42,3.5,6.04,207.3,True
2016-07-10 14:50:00,986.07,29.37,303.75,14.83,41.22,40.98,16.89,24.09,10.72,17.13,1128.1,3.12,4.72,198.5,True
2016-07-10 15:00:00,985.95,29.36,303.75,14.65,40.78,40.96,16.7,24.25,10.6,16.94,1128.08,4.32,7.85,192.6,True
2016-07-10 15:10:00,985.74,29.08,303.48,14.75,41.71,40.3,16.81,23.49,10.68,17.05,1128.83,3.94,7.32,182.3,True
2016-07-10 15:20:00,985.6,29.64,304.06,15.1,41.31,41.62,17.19,24.43,10.92,17.45,1126.42,3.97,5.88,205.8,True
2016-07-10 15:30:00,985.53,29.6,304.02,15.33,42.02,41.53,17.45,24.08,11.09,17.71,1126.38,3.37,5.08,195.2,True
2016-07-10 15:40:00,985.46,29.91,304.34,15.32,41.23,42.27,17.43,24.84,11.07,17.69,1125.15,3.87,8.01,177.2,True
2016-07-10 15:50:00,985.36,30.13,304.57,15.53,41.29,42.81,17.68,25.13,11.23,17.94,1124.11,3.94,6.68,187.4,True
2016-07-10 16:00:00,985.19,30.34,304.8,15.49,40.67,43.33,17.62,25.71,11.2,17.89,1123.16,3.56,7.85,187.8,True
2016-07-10 16:10:00,985.14,30.03,304.49,15.19,40.63,42.56,17.29,25.27,10.99,17.55,1124.4,4.26,6.64,183.1,True
2016-07-10 16:20:00,985.04,29.93,304.4,15.07,40.55,42.32,17.16,25.16,10.91,17.42,1124.71,5.14,7.91,179.5,True
2016-07-10 16:30:00,984.93,29.98,304.46,15.0,40.23,42.44,17.07,25.37,10.85,17.34,1124.44,3.34,5.12,205.4,True
2016-07-10 16:40:00,984.76,30.34,304.84,14.93,39.24,43.33,17.0,26.32,10.81,17.26,1122.94,3.26,5.24,200.8,True
2016-07-10 16:50:00,984.66,30.59,305.1,14.96,38.76,43.95,17.03,26.91,10.83,17.3,1121.89,3.17,5.6,202.1,True
2016-07-10 17:00:00,984.56,30.67,305.19,14.89,38.4,44.15,16.95,27.2,10.78,17.22,1121.51,3.9,6.81,205.0,True
2016-07-10 17:10:00,984.47,30.25,304.77,14.52,38.42,43.1,16.56,26.54,10.53,16.82,1123.13,5.58,8.25,219.4,True
2016-07-10 17:20:00,984.39,30.05,304.58,14.34,38.4,42.61,16.36,26.25,10.4,16.62,1123.87,5.2,8.05,182.7,True
2016-07-10 17:30:00,984.41,29.58,304.1,14.18,39.04,41.48,16.19,25.29,10.3,16.45,1125.71,4.38,5.76,208.4,True
2016-07-10 17:40:00,984.28,29.45,303.98,14.56,40.33,41.17,16.6,24.57,10.56,16.87,1125.86,3.52,4.84,198.8,True
2016-07-10 17:50:00,984.13,29.54,304.09,14.81,40.76,41.38,16.87,24.52,10.73,17.14,1125.24,3.27,4.6,192.7,True
2016-07-10 18:00:00,984.06,29.68,304.23,15.05,41.06,41.72,17.13,24.59,10.9,17.41,1124.53,3.08,5.04,183.5,True
2016-07-10 18:10:00,984.06,29.76,304.32,15.12,41.07,41.91,17.21,24.7,10.95,17.49,1124.19,3.36,6.44,191.6,True
2016-07-10 18:20:00,983.99,29.93,304.49,15.31,41.16,42.32,17.42,24.9,11.09,17.7,1123.39,4.11,6.2,201.2,True
2016-07-10 18:30:00,983.92,29.57,304.14,15.22,41.78,41.45,17.32,24.13,11.02,17.6,1124.69,3.8,6.4,195.6,True
2016-07-10 18:40:00,983.83,29.2,303.77,15.17,42.55,40.58,17.27,23.31,10.99,17.55,1125.99,3.47,5.04,187.0,True
2016-07-10 18:50:00,983.8,28.82,303.39,15.31,43.89,39.7,17.42,22.28,11.09,17.71,1127.3,2.27,3.76,200.4,True
2016-07-10 19:00:00,983.83,28.63,303.2,15.31,44.38,39.27,17.43,21.84,11.09,17.71,1128.04,3.22,4.1,220.9,True
2016-07-10 19:10:00,983.83,28.41,302.98,15.23,44.7,38.77,17.33,21.44,11.03,17.61,1128.91,3.68,5.0,216.3,True
2016-07-10 19:20:00,983.8,28.31,302.88,15.26,45.06,38.54,17.37,21.18,11.05,17.65,1129.23,3.59,4.92,213.4,True
2016-07-10 19:30:00,983.73,28.2,302.78,15.32,45.52,38.3,17.43,20.87,11.1,17.72,1129.53,3.56,5.02,207.3,True
2016-07-10 19:40:00,983.62,27.88,302.47,15.44,46.74,37.59,17.57,20.02,11.19,17.86,1130.55,3.03,3.76,197.8,True
2016-07-10 19:50:00,983.62,27.41,301.99,15.48,48.15,36.58,17.61,18.96,11.21,17.9,1132.3,2.98,3.52,205.5,True
2016-07-10 20:00:00,983.69,27.33,301.91,15.32,47.88,36.4,17.43,18.97,11.1,17.72,1132.76,3.14,3.6,221.1,True
2016-07-10 20:10:00,983.58,27.22,301.81,15.23,47.93,36.17,17.34,18.83,11.04,17.63,1133.09,3.09,3.8,220.4,True
2016-07-10 20:20:00,983.48,26.88,301.47,15.29,49.06,35.46,17.4,18.06,11.08,17.69,1134.23,3.44,3.96,225.8,True
2016-07-10 20:30:00,983.53,26.68,301.27,15.16,49.24,35.04,17.26,17.79,10.99,17.54,1135.11,3.54,4.08,227.3,True
2016-07-10 20:40:00,983.48,26.69,301.28,15.12,49.08,35.06,17.21,17.85,10.96,17.5,1135.03,3.62,4.0,229.5,True
2016-07-10 20:50:00,983.45,26.79,301.39,15.07,48.64,35.27,17.16,18.11,10.92,17.44,1134.64,3.13,3.6,230.5,True
2016-07-10 21:00:00,983.44,26.75,301.35,15.05,48.69,35.19,17.13,18.05,10.91,17.42,1134.79,2.74,3.12,233.2,True
2016-07-10 21:10:00,983.44,26.8,301.4,15.03,48.49,35.29,17.11,18.18,10.89,17.4,1134.61,2.02,2.6,235.0,True
2016-07-10 21:20:00,983.43,26.7,301.3,15.04,48.79,35.08,17.12,17.97,10.9,17.41,1134.98,1.8,2.36,233.9,True
2016-07-10 21:30:00,983.44,26.49,301.08,15.05,49.43,34.65,17.13,17.52,10.91,17.42,1135.78,1.78,2.36,236.1,True
2016-07-11 08:00:00,982.83,26.46,301.11,17.38,57.46,34.59,19.88,14.72,12.68,20.22,1133.97,1.82,3.48,180.1,True
2016-07-11 08:10:00,982.86,26.53,301.18,17.17,56.46,34.74,19.61,15.12,12.51,19.95,1133.86,2.47,4.72,176.5,True
2016-07-11 08:20:00,982.85,27.03,301.68,16.65,53.06,35.77,18.98,16.79,12.1,19.31,1132.24,3.04,5.04,195.2,True
2016-07-11 08:30:00,982.82,27.53,302.18,16.2,50.09,36.83,18.45,18.38,11.76,18.77,1130.55,3.89,6.36,200.5,True
2016-07-11 08:40:00,982.8,27.76,302.42,15.15,46.18,37.33,17.24,20.09,10.98,17.54,1130.19,5.45,10.09,210.1,True
2016-07-11 08:50:00,982.89,27.88,302.53,14.81,44.89,37.59,16.88,20.72,10.75,17.17,1130.01,5.07,9.49,217.0,True
2016-07-11 09:00:00,982.87,28.15,302.8,14.91,44.46,38.19,16.98,21.21,10.82,17.27,1128.93,4.27,7.81,238.7,True
2016-07-11 09:10:00,982.92,28.18,302.83,14.91,44.38,38.25,16.98,21.28,10.81,17.27,1128.87,5.25,9.01,231.6,True
2016-07-11 09:20:00,983.02,28.17,302.81,14.79,44.06,38.23,16.84,21.39,10.73,17.14,1129.08,5.04,8.17,245.6,True
2016-07-11 09:30:00,982.97,28.21,302.85,14.95,44.42,38.32,17.02,21.3,10.84,17.32,1128.8,4.48,8.95,227.6,True
2016-07-11 09:40:00,982.93,28.43,303.08,15.09,44.25,38.81,17.17,21.64,10.94,17.47,1127.86,4.5,7.61,216.1,True
2016-07-11 09:50:00,982.91,28.21,302.86,14.86,44.18,38.32,16.93,21.39,10.78,17.22,1128.77,6.38,8.81,212.1,True
2016-07-11 10:00:00,982.98,28.26,302.9,14.92,44.22,38.43,16.99,21.44,10.82,17.29,1128.63,6.19,9.13,213.2,True
2016-07-11 10:10:00,983.04,28.33,302.97,14.94,44.08,38.59,17.01,21.58,10.83,17.3,1128.44,4.71,8.61,229.1,True
2016-07-11 10:20:00,983.04,28.6,303.24,14.82,43.07,39.2,16.88,22.32,10.75,17.17,1127.48,6.25,9.65,216.8,True
2016-07-11 10:30:00,983.09,28.73,303.37,14.69,42.38,39.49,16.74,22.76,10.66,17.03,1127.12,6.45,10.89,228.6,True
2016-07-11 10:40:00,983.14,28.98,303.61,14.8,42.08,40.07,16.86,23.21,10.74,17.15,1126.19,4.76,8.77,225.7,True
2016-07-11 10:50:00,983.13,28.78,303.41,14.51,41.77,39.61,16.54,23.06,10.53,16.83,1127.06,5.55,9.69,219.5,True
2016-07-11 11:00:00,983.2,28.5,303.13,14.45,42.3,38.97,16.48,22.49,10.5,16.77,1128.21,5.88,9.21,235.7,True
2016-07-11 11:10:00,983.11,28.43,303.06,14.74,43.27,38.81,16.79,22.02,10.69,17.08,1128.24,5.67,9.69,226.4,True
2016-07-11 11:20:00,983.06,27.92,302.55,14.72,44.52,37.68,16.78,20.9,10.68,17.06,1130.1,4.85,8.25,213.3,True
2016-07-11 11:30:00,983.04,28.17,302.81,14.5,43.26,38.23,16.54,21.69,10.53,16.82,1129.24,4.8,7.08,211.7,True
2016-07-11 11:40:00,983.11,28.73,303.36,13.97,40.45,39.49,15.98,23.52,10.17,16.25,1127.47,5.33,8.87,240.7,True
2016-07-11 11:50:00,983.05,28.75,303.39,14.18,40.97,39.54,16.2,23.34,10.31,16.48,1127.23,4.74,8.09,231.6,True
2016-07-11 12:00:00,982.87,29.47,304.13,14.33,39.67,41.22,16.35,24.87,10.41,16.64,1124.28,4.88,10.05,216.4,True
2016-07-11 12:10:00,982.84,29.46,304.12,14.22,39.42,41.19,16.24,24.95,10.34,16.52,1124.33,5.4,10.21,219.3,True
2016-07-11 12:20:00,982.69,29.36,304.03,14.25,39.73,40.96,16.27,24.68,10.36,16.56,1124.51,7.02,10.33,211.9,True
2016-07-11 12:30:00,982.71,29.76,304.43,14.26,38.85,41.91,16.28,25.63,10.37,16.57,1123.05,6.98,13.83,218.3,True
2016-07-11 12:40:00,982.83,29.85,304.51,14.4,39.0,42.13,16.43,25.7,10.46,16.72,1122.79,4.98,9.85,231.1,True
2016-07-11 12:50:00,982.81,30.32,304.99,14.44,38.07,43.28,16.48,26.8,10.49,16.76,1121.0,6.24,10.71,217.1,True
2016-07-11 13:00:00,982.82,29.83,304.5,14.06,38.19,42.08,16.07,26.01,10.23,16.35,1123.0,7.55,11.41,215.1,True
2016-07-11 13:10:00,982.89,29.69,304.35,14.06,38.51,41.74,16.07,25.67,10.24,16.35,1123.6,6.72,9.57,211.5,True
2016-07-11 13:20:00,982.84,29.63,304.29,14.1,38.74,41.6,16.12,25.48,10.26,16.4,1123.75,6.23,10.89,219.8,True
2016-07-11 13:30:00,982.78,29.67,304.34,14.2,38.91,41.69,16.22,25.47,10.33,16.51,1123.49,6.21,8.91,211.0,True
2016-07-11 13:40:00,982.72,29.46,304.13,14.39,39.87,41.19,16.42,24.77,10.46,16.71,1124.11,6.59,10.17,212.1,True
2016-07-11 13:50:00,982.72,29.41,304.08,14.52,40.31,41.07,16.56,24.52,10.55,16.85,1124.24,6.45,10.33,209.6,True
2016-07-11 14:00:00,982.69,29.51,304.19,14.64,40.38,41.31,16.68,24.63,10.63,16.98,1123.78,5.38,8.67,214.0,True
2016-07-11 14:10:00,982.58,29.26,303.94,14.34,40.2,40.72,16.37,24.35,10.43,16.66,1124.71,6.79,9.85,214.0,True
2016-07-11 14:20:00,982.59,29.33,304.01,14.78,41.19,40.89,16.84,24.05,10.73,17.14,1124.26,5.7,8.77,215.4,True
2016-07-11 14:30:00,982.57,29.21,303.89,14.75,41.38,40.6,16.8,23.8,10.71,17.1,1124.7,6.56,12.05,214.5,True
2016-07-11 14:40:00,982.44,29.27,303.97,14.74,41.23,40.74,16.8,23.95,10.71,17.1,1124.33,7.17,11.77,219.4,True
2016-07-11 14:50:00,982.47,29.31,304.0,14.22,39.76,40.84,16.24,24.6,10.34,16.53,1124.46,8.19,13.53,210.5,True
2016-07-11 15:00:00,982.58,29.15,303.83,14.25,40.2,40.46,16.27,24.2,10.36,16.55,1125.17,6.09,12.09,218.7,True
2016-07-11 15:10:00,982.41,29.23,303.93,14.16,39.79,40.65,16.18,24.48,10.31,16.46,1124.71,7.39,10.73,213.5,True
2016-07-11 15:20:00,982.34,29.05,303.75,14.24,40.41,40.23,16.26,23.97,10.36,16.55,1125.27,7.26,10.45,212.4,True
2016-07-11 15:30:00,982.38,29.36,304.06,14.41,40.15,40.96,16.44,24.51,10.48,16.74,1124.08,5.23,10.69,231.9,True
2016-07-11 15:40:00,982.33,29.78,304.49,14.52,39.45,41.96,16.55,25.41,10.55,16.85,1122.42,4.97,10.17,230.4,True
2016-07-11 15:50:00,982.27,29.79,304.5,14.44,39.23,41.98,16.47,25.51,10.5,16.77,1122.35,5.43,9.57,225.3,True
2016-07-11 16:00:00,982.33,29.94,304.65,14.4,38.79,42.34,16.43,25.92,10.47,16.72,1121.88,5.47,10.13,232.5,True
2016-07-11 16:10:00,982.4,29.86,304.56,14.29,38.69,42.15,16.31,25.84,10.39,16.6,1122.31,5.55,9.75,236.8,True
2016-07-11 16:20:00,982.48,29.35,304.04,14.05,39.23,40.93,16.06,24.88,10.23,16.34,1124.4,4.5,8.39,243.9,True
2016-07-11 16:30:00,982.53,28.95,303.64,14.21,40.58,40.0,16.23,23.77,10.34,16.52,1125.87,5.15,8.85,212.7,True
2016-07-11 16:40:00,982.63,28.71,303.39,13.7,39.8,39.45,15.7,23.75,10.0,15.98,1127.11,5.56,10.01,214.1,True
2016-07-11 16:50:00,982.74,28.74,303.41,13.09,38.18,39.52,15.09,24.43,9.6,15.35,1127.4,6.78,11.25,218.1,True
2016-07-11 17:00:00,982.99,28.51,303.15,12.58,37.41,38.99,14.59,24.41,9.28,14.84,1128.76,5.92,9.53,230.3,True
2016-07-11 17:10:00,983.1,28.31,302.94,12.75,38.27,38.54,14.75,23.79,9.39,15.0,1129.57,3.11,5.8,254.0,True
2016-07-11 17:20:00,983.17,28.26,302.89,12.94,38.86,38.43,14.93,23.5,9.5,15.19,1129.75,3.9,6.81,236.3,True
